AccessTime
PlayCircle
SlideAdd
ArrowClockwise
ArrowCounterclockwise
ChatHelp
ArrowDownload
ArrowSort
Branch
GlobeDesktop
GlobeLocation
GlobeVideo
PinOff
Router
SpinnerIos
VideoSecurity
ArrowEnter
ArrowMaximize
ArrowMinimize
ArrowRedo
ArrowSwap
ArrowSync
ArrowSyncCircle
ArrowUndo
Calculator
CalendarWeekNumbers
ClipboardPaste
CommentAdd
Cut
DataPie
Insert
TextAlignCenter
TextAlignDistributed
TextAlignJustify
TextAlignLeft
TextAlignRight
TextDescription
TextFirstLine
TextHanging
TextHeader1
TextHeader2
TextHeader3
TextItalic
TextLineSpacing
TextSortAscending
TextSortDescending
ArrowExpand
ArrowForward
ArrowImport
ArrowRepeatAll
ArrowRepeatAllOff
ArrowReply
ArrowReplyAll
ArrowTrending
Briefcase
KeyboardShift
KeyboardShiftUppercase
SlideHide
ArrowExport
DataArea
DataBarHorizontal
DataBarVertical
DataFunnel
DataHistogram
DataLine
DataScatter
DataTreemap
DataWaterfall
DataWhisker
DocumentCatchUp
DocumentPdf
PhoneLaptop
TableAdd
TableEdit
TableSettings
CheckmarkSquare
DataSunburst
FolderOpenVertical
NumberSymbol
Resize
Target
TextBulletListSquare
TextFont
ThumbDislike
ThumbLike
WindowDevTools
CheckmarkLock
ClipboardSearch
ContentSettings
ImageEdit
ImageSearch
Rocket
StarHalf
TextAddSpaceAfter
TextAddSpaceBefore
TextDirectionHorizontal
TextDirectionVertical
Toolbox
WindowNew
ZoomIn
ZoomOut
CollectionsAdd
DesignIdeas
DocumentEdit
DocumentFooter
DocumentHeader
DocumentHeaderFooter
DocumentLandscape
DocumentOnePage
DocumentPageBottomCenter
DocumentPageTopCenter
DocumentPageTopLeft
DocumentPageTopRight
DocumentToolbox
FolderZip
Group
Icons
LinkEdit
Next
NoteAdd
PaintBrush
PhoneShake
PictureInPicture
Previous
Record
Ruler
SelectObject
SerialPort
SpeakerEdit
Stop
StoreMicrosoft
ArrowRotateClockwise
DocumentPageBottomLeft
DocumentPageBottomRight
DocumentPageBreak
DocumentWidth
ImageAltText
JavaScript
MicSettings
PageFit
PersonArrowRight
PersonBoard
ProtocolHandler
SlideLayout
SlideText
TabDesktop
TextBulletListTree
TextColumnOne
TextColumnThree
TextColumnTwo
TextColumnTwoLeft
TextColumnTwoRight
Window
HomeAdd
ArrowRotateCounterclockwise
Beaker
DocumentBriefcase
ImageCopy
Likert
MailCopy
PaintBucket
Savings
StarOneQuarter
StarThreeQuarter
TextField
ToggleRight
BookmarkOff
CalendarSync
CalligraphyPen
CheckmarkUnderlineCircle
City
ColumnTriple
Cube
Earth
FlagPride
FolderBriefcase
FormNew
Handshake
LightbulbFilament
PersonSupport
PlugDisconnected
QuizNew
RowTriple
TargetEdit
WindowInPrivate
WindowInPrivateAccount
AutoSum
ClipboardCode
ColorBackground
ColorFill
ColorLine
DocumentEndnote
DocumentMargins
DocumentPageNumber
GlobeSearch
LeafTwo
MapDrive
PersonSwap
PreviewLink
SearchInfo
TableCellsMerge
TableCellsSplit
TextChangeCase
TextClearFormatting
TextCollapse
TextEffects
TextExpand
TextFootnote
TextNumberFormat
TextProofingTools
TextSubscript
TextSuperscript
TextWordCount
TextBox
TextBoxAlignBottom
TextBoxAlignMiddle
TextBoxAlignTop
VideoBackgroundEffect
WindowShield
ClipboardLetter
CommentMention
LinkSquare
Maximize
TabDesktopNewPage
BookNumber
ClipboardLink
DocumentDismiss
DocumentError
HighlightAccent
InkingToolAccent
TabDesktopArrowClockwise
TabDesktopImage
AnimalDog
Balloon
BuildingRetail
CalendarCheckmark
CalendarClock
ChatBubblesQuestion
ChatOff
ChatWarning
Circle
CircleHalfFill
CircleLine
CircleSmall
ClockAlarm
DrinkBeer
DrinkCoffee
DualScreen
DualScreenAdd
DualScreenArrowRight
DualScreenClock
DualScreenDesktop
DualScreenGroup
DualScreenHeader
DualScreenLock
DualScreenPagination
DualScreenSettings
DualScreenStatusBar
DualScreenTablet
DualScreenUpdate
DualScreenVerticalScroll
DualScreenVibrate
EmojiLaugh
EmojiMeh
FoodEgg
FoodToast
GuestAdd
ImageOff
LocationLive
Merge
Password
PeopleAudience
PersonArrowLeft
PresenterOff
ScaleFill
ScaleFit
ServiceBell
Shifts30Minutes
ShiftsActivity
ShiftsAdd
ShiftsAvailability
ShiftsOpen
Stethoscope
TabDesktopClock
TaskList
TaskListAdd
TextBulletListSquareWarning
Vault
WalkieTalkie
PresenceAvailable
PresenceAway
PresenceBlocked
PresenceBusy
PresenceDnd
PresenceOffline
PresenceOof
PresenceUnknown
ApprovalsApp
ArrowMove
CalendarReply
CalendarToday
HomeCheckmark
MailInboxAdd
MailInboxDismiss
Question
QuestionCircle
TableFreezeColumn
TableFreezeRow
TableMoveLeft
TableMoveRight
TableSwitch
TasksApp
TextBulletListAdd
ArrowUpload
LineHorizontal1
LineHorizontal3
LineHorizontal5
PeopleSettings
SyncOff
AirplaneTakeOff
ArrowReplyDown
CaretDown
CommentMultiple
Communication
CompassNorthwest
PersonCall
RatingMature
ShieldDismiss
ShieldError
ShieldKeyhole
Sim
VehicleCar
VideoPerson
VideoPersonOff
VideoPersonStar
VideoSwitch
Broom
ArrowMaximizeVertical
ArrowMinimizeVertical
ArrowSyncOff
BookGlobe
CalendarArrowRight
CalendarMultiple
CalendarPerson
CalendarSettings
CalendarStar
CalendarWorkWeek
CaretLeft
CaretRight
Cart
ClipboardMore
Dentist
Doctor
DrinkMargarita
DualScreenMirror
FoodCake
Glasses
GlassesOff
GlobeClock
MailClock
Money
Options
PeopleProhibited
PersonProhibited
PersonQuestionMark
Prohibited
ResizeTable
Run
SendClock
ShieldProhibited
SlideMicrophone
StarArrowRight
StarArrowRightStart
StarEmphasis
StarProhibited
StarSettings
TabDesktopCopy
TabDesktopMultiple
TabInPrivateAccount
Tent
TextAsterisk
TextWrap
VehicleBicycle
VehicleBus
VehicleCab
VehicleTruck
WindowAd
WindowMultiple
Wrench
CalendarAssistant
DrinkWine
MailAllRead
MailAllUnread
ArrowCurveDownLeft
ArrowCurveDownRight
ArrowCurveUpLeft
ArrowCurveUpRight
AddSquare
ArrowAutofitHeight
ArrowAutofitWidth
ConvertRange
CopyAdd
CurrencyDollarRupee
DataBarVerticalAdd
FixedWidth
ImageArrowCounterclockwise
MathFormatLinear
MathFormatProfessional
MathFormula
PaintBrushArrowDown
PaintBrushArrowUp
SlideMultipleArrowRight
SlideSize
TextColumnOneNarrow
TextColumnOneWide
PersonClock
BuildingBank
BuildingMultiple
BuildingShop
BuildingSkyscraper
CalendarMention
CaretUp
ChannelAdd
Couch
Cursor
DualScreenSpan
EyeTracking
FlipHorizontal
FlipVertical
Fluid
HatGraduation
LockMultiple
MoreCircle
SlideSearch
StarEdit
TabProhibited
TextContinuous
TicketDiagonal
Tv
VehicleShip
Vote
WeatherDrizzle
WeatherHaze
WeatherSunnyHigh
WeatherSunnyLow
Bug
CalendarQuestionMark
AttachArrowRight
AttachText
Book
BookAdd
BookClock
BookCoins
BookCompass
BookDatabase
BookExclamationMark
BookInformation
BookLetter
BookOpen
BookOpenGlobe
BookPulse
BookQuestionMark
BookSearch
BookStar
BookTheta
BuildingGovernment
CameraEdit
ColorBackgroundAccent
ColorFillAccent
ColorLineAccent
CommentEdit
CommentOff
CursorHover
CursorHoverOff
DocumentAdd
DocumentArrowLeft
EditOff
EditSettings
EyeTrackingOff
Fluent
Gavel
HeartPulse
LocationOff
Lottery
PeopleTeamAdd
PersonMail
RealEstate
Scales
SidebarSearch
TextColorAccent
EmojiHand
MicProhibited
SpeakerUsb
BorderAll
BorderBottom
BorderBottomDouble
BorderBottomThick
BorderLeft
BorderNone
BorderOutside
BorderOutsideThick
BorderRight
BorderTop
BorderTopBottom
BorderTopBottomDouble
BorderTopBottomThick
CopySelect
DecimalArrowLeft
DecimalArrowRight
DocumentLandscapeData
DocumentLandscapeSplit
DocumentLandscapeSplitHint
Eraser
EraserMedium
EraserSegment
EraserSmall
Hd
NavigationUnread
NumberSymbolDismiss
Pulse
Ribbon
RibbonStar
VehicleSubway
ArrowHookDownLeft
ArrowHookDownRight
ArrowHookUpLeft
ArrowHookUpRight
Blur
ChannelArrowLeft
ClockDismiss
HandLeft
HandRight
InfoShield
KeyMultiple
LineHorizontal5Error
OpenOff
PeopleSwap
SearchShield
ShieldDismissShield
ShiftsDay
Sport
SportAmericanFootball
SportBaseball
SportBasketball
SportHockey
TabDesktopArrowLeft
ToggleLeft
WeatherMoonOff
FStop
Backpack
ChannelAlert
ChannelDismiss
CommentArrowLeft
CommentArrowRight
CommentCheckmark
TableSimple
ArrowBounce
ArrowEnterUp
BookmarkMultiple
DesktopArrowRight
DesktopSpeaker
DesktopSpeakerOff
GridKanban
HandRightOff
LearningApp
LiveOff
PeopleCall
PhoneDesktopAdd
RectangleLandscape
SaveSync
ShiftsCheckmark
SlideMultiple
StarLineHorizontal3
TableDismiss
TextGrammarError
Video360
VideoPersonCall
VideoProhibited
WiFiWarning
Album
AlbumAdd
BackpackAdd
CallConnecting
CallExclamation
CallTransfer
CameraOff
ChatMail
CloudSync
ContentView
CubeRotate
DeviceMeetingRoom
DeviceMeetingRoomRemote
DrawShape
DrawText
FolderArrowUp
Fps30
Fps60
HomePerson
LeafThree
MicSync
NotebookSubsection
PersonCircle
PulseSquare
RotateLeft
RotateRight
SquareMultiple
TvArrowRight
VideoPersonStarOff
VideoRecording
VideoSync
BreakoutRoom
ContentViewGallery
DoorTag
Luggage
PeopleEdit
ChannelShare
PeopleError
PuzzleCube
ArrowCircleDownRight
ArrowCircleRight
ArrowCircleUp
ArrowCircleUpLeft
ArrowEnterLeft
ArrowSquareDown
AutoFitHeight
AutoFitWidth
BriefcaseMedical
BuildingFactory
CalendarArrowDown
Call
CallProhibited
CenterHorizontal
CenterVertical
ChevronCircleDown
ChevronCircleRight
ClipboardImage
CommentDismiss
Component2DoubleTapSwipeDown
Component2DoubleTapSwipeUp
CopyArrowRight
CurrencyDollarEuro
DeleteDismiss
DocumentProhibited
DocumentSync
DrinkToGo
FolderArrowRight
FolderProhibited
FolderSwap
FullScreenMaximize
FullScreenMinimize
ImageMultiple
LeafOne
LinkDismiss
LocationDismiss
LockClosed
LockOpen
MailInboxAll
MailInboxArrowRight
MailInboxArrowUp
MailOff
MoreHorizontal
MusicNote1
MusicNote2
PeopleTeamDelete
PhoneAdd
PhoneArrowRight
PhoneDismiss
PhoneLock
PhoneSpanIn
PhoneSpanOut
PositionBackward
PositionForward
PositionToBack
PositionToFront
ResizeLarge
ResizeSmall
SaveEdit
SearchVisual
SelectAllOn
ShareScreenStart
ShareScreenStop
ShiftsProhibited
ShiftsQuestionMark
Speaker2
SpeakerMute
StarArrowRightEnd
Subtract
TabAdd
TabArrowLeft
TabShieldDismiss
TableDeleteColumn
TableDeleteRow
TableFreezeColumnAndRow
TableInsertColumn
TableInsertRow
TableMoveAbove
TableMoveBelow
TableResizeColumn
TableResizeRow
TableStackAbove
TableStackBelow
TableStackLeft
TableStackRight
TagQuestionMark
TextGrammarArrowLeft
TextGrammarArrowRight
TextGrammarCheckmark
TextGrammarDismiss
TextGrammarSettings
TextGrammarWand
TextParagraph
TextParagraphDirection
TextPositionBehind
TextPositionFront
TextPositionLine
TextPositionSquare
TextPositionThrough
TextPositionTight
TextPositionTopBottom
TextBoxAlignCenter
TicketHorizontal
Wand
WindowArrowUp
WindowHeaderHorizontal
WindowHeaderVertical
AccessibilityCheckmark
AnimalRabbit
AnimalTurtle
BookContacts
CalligraphyPenCheckmark
CalligraphyPenQuestionMark
Cellular5G
Checkbox1
Checkbox2
CheckboxArrowRight
CheckboxPerson
CheckboxWarning
CircleEdit
CommentNote
DesktopMac
DocumentArrowRight
DocumentCheckmark
DualScreenDismiss
DualScreenSpeaker
FilterDismiss
FilterSync
GlobePerson
ImageGlobe
LineStyle
NotebookAdd
NotebookSectionArrowRight
Orientation
PersonNote
PhoneSpeaker
Pi
Receipt
Rss
ScreenCut
ScreenPerson
ShapeExclude
ShapeIntersect
ShapeSubtract
ShapeUnion
SlideSettings
SlideTransition
TableCellEdit
TabletSpeaker
Timer3
WarningShield
AddSubtractCircle
Beach
CalendarEdit
ClipboardArrowRight
CubeSync
DocumentQuestionMark
DoorArrowLeft
Drop
Dumbbell
Eyedropper
Fps120
Guitar
KeyCommand
PeopleCheckmark
ReOrderDotsHorizontal
ReOrderDotsVertical
SkipBack10
SkipForward10
SkipForward30
SlideEraser
SplitHorizontal
SplitVertical
SportSoccer
TetrisApp
VehicleTruckProfile
ChartPerson
TvUsb
Video360Off
ArrowStepBack
ArrowStepIn
ArrowStepOut
ArrowStepOver
BranchCompare
BranchFork
CalligraphyPenError
ClipboardDataBar
DismissSquareMultiple
FoodPizza
Multiplier1_2x
Multiplier1_5x
Multiplier1_8x
Multiplier1x
Multiplier2x
Remote
SubtractSquareMultiple
AlignBottom
AlignCenterHorizontal
AlignCenterVertical
AlignLeft
AlignRight
AlignTop
GroupDismiss
GroupReturn
MailInboxCheckmark
NumberSymbolSquare
Person5
PersonTag
BoardSplit
ChevronUpDown
ClosedCaptionOff
DesktopPulse
DismissSquare
FlashCheckmark
HeadphonesSoundWave
InkStroke
LocationArrowLeft
LocationArrowRight
LocationArrowUp
Multiplier_5x
MusicNote2Play
Person6
PremiumPerson
ProhibitedMultiple
ShieldCheckmark
AddSquareMultiple
BookOpenMicrophone
BriefcaseOff
BuildingBankLink
CalendarMail
ChevronDoubleUp
DocumentFooterDismiss
DocumentHeaderArrowDown
DocumentHeaderDismiss
DocumentRibbon
DriveTrain
Engine
FolderMail
FolderSync
Gas
GasPump
MailDismiss
MailProhibited
MicSparkle
NotepadPerson
SkipForwardTab
SquareArrowForward
Transmission
WiFiOff
AnimalCat
ArchiveSettings
ArrowCircleDown
ArrowCircleDownDouble
ArrowCircleDownSplit
ArrowFit
ArrowReset
ArrowSortDown
ArrowSortDownLines
ArrowSortUp
BarcodeScanner
BeakerEdit
BookToolbox
BookmarkAdd
BowlChopsticks
BrainCircuit
BuildingBankToolbox
CalendarInfo
CallCheckmark
CallDismiss
CallPause
ChatSettings
Check
CheckboxCheckedSync
CheckmarkStarburst
ChevronDoubleDown
ChevronDoubleLeft
ChevronDoubleRight
ClipboardHeart
ClipboardPulse
ClipboardSettings
ClockArrowDownload
CloudAdd
CloudEdit
CloudFlow
CloudLink
CommentError
CommentLightning
ContactCardLink
ContractDownLeft
CreditCardToolbox
DataUsageEdit
DesktopSync
DocumentArrowUp
DocumentBulletList
DocumentLink
DocumentPerson
DocumentSettings
DocumentSplitHint
DocumentSplitHintOff
EditArrowBack
EqualOff
ErrorCircleSettings
ExpandUpLeft
ExpandUpRight
Fax
Flow
FolderGlobe
FolderPerson
Gauge
GiftCard
GiftCardAdd
GlobeStar
HeadsetAdd
HeartBroken
LaptopDismiss
MailAlert
MailArrowDown
MailArrowUp
MailCheckmark
MailError
MailInboxArrowDown
MailLink
MailPause
MailSettings
MailShield
MailTemplate
MailWarning
MegaphoneLoud
Microscope
Molecule
NotePin
NotepadEdit
PaddingDown
PaddingLeft
PaddingRight
PaddingTop
Patch
PauseCircle
PeopleSync
PeopleToolbox
PersonChat
PersonInfo
PersonLock
PersonSubtract
PhoneCheckmark
Pill
PrintAdd
Production
ProductionCheckmark
RatioOneToOne
ReceiptAdd
ReceiptBag
ReceiptCube
ReceiptMoney
RecordStop
RibbonAdd
Server
ShieldBadge
ShoppingBag
SlideMultipleSearch
Smartwatch
SmartwatchDot
Stack
SubtractCircle
TagMultiple
TargetArrow
TextBulletListSquareEdit
TooltipQuote
VehicleCarProfile
VoicemailArrowBack
VoicemailArrowForward
VoicemailSubtract
WindowEdit
ArrowTurnBidirectionalDownRight
ArrowTurnRight
CalendarSearch
ChatMultiple
ClipboardBulletList
ColumnEdit
Diagram
DocumentArrowDown
DocumentBulletListClock
DocumentBulletListOff
DocumentMultiple
DocumentPill
DocumentSave
Door
DualScreenArrowUp
DualScreenClosedAlert
EmojiMultiple
GanttChart
HandDraw
ImageArrowBack
ImageArrowForward
ImageReflection
ImageShadow
MailArrowDoubleBack
MailArrowForward
MailAttach
PeopleList
PeopleMoney
PersonPill
PersonSettings
Pivot
ScanObject
ShieldLock
SlideGrid
Square
SquareAdd
SquareHintArrowBack
Steps
TabDesktopBottom
TabDesktopMultipleBottom
TaskListSquareAdd
TaskListSquare
TextAlignDistributedEvenly
TextAlignDistributedVertical
TextAlignJustifyLow
TextProofingToolsGaNaDa
TextProofingToolsZi
TextBoxMore
WindowAdPerson
WindowDevEdit
ArrowAutofitHeightDotted
ArrowAutofitWidthDotted
TextDirectionRotate90
ArrowClockwiseDashes
ArrowCounterclockwiseDashes
ArrowExportUp
ArrowRouting
ArrowRoutingRectangleMultiple
BinFull
Box
BracesVariable
BuildingRetailMoney
BuildingRetailShield
BuildingRetailToolbox
CalculatorMultiple
CameraDome
ClipboardCheckmark
ClipboardError
ClipboardTask
ClipboardTaskAdd
ClipboardTaskList
ColumnTripleEdit
CommunicationPerson
DataTrending
Database
DatabaseSearch
DeleteArrowBack
DesktopEdit
DocumentHeart
DocumentHeartPulse
DocumentMultipleProhibited
EyeOff
GlobeSurface
ImageProhibited
IoT
MailOpenPerson
NoteEdit
PeopleTeamToolbox
PersonMoney
PhoneEraser
PortHdmi
PortMicroUsb
PortUsbA
PortUsbC
ReceiptPlay
SaveSearch
SearchSettings
Stream
Syringe
TagDismiss
Umbrella
VideoAdd
Xray
ArrowAutofitDown
ArrowAutofitUp
Comma
TextAlignCenterRotate270
TextAlignJustifyLowRotate90
TextAlignJustifyRotate90
TextAlignLeftRotate270
TextAlignRightRotate270
TextBoxAlignBottomRotate90
TextBoxAlignMiddleRotate90
TextBoxAlignTopRotate90
ArrowSplit
BatteryCheckmark
CalendarPattern
CalendarPhone
ChatArrowBack
ChatArrowDoubleBack
CursorClick
TextDirectionHorizontalLeft
TextDirectionHorizontalRight
TextDirectionRotate270Right
TextDirectionRotate90Left
TextDirectionRotate90Right
ArrowAutofitContent
ArrowTrendingLines
CalendarError
CellularWarning
CloudArrowDown
CloudArrowUp
CloudCheckmark
CloudDismiss
GridDots
IosArrow
MailMultiple
PanelBottom
PanelLeft
PanelRight
PanelRightContract
PanelRightExpand
ScanTable
ScanText
ScanType
ScanTypeOff
StackStar
SubtractCircleArrowBack
SubtractCircleArrowForward
TextAddT
TextMore
TextT
UsbPlug
WiFiLock
ShieldTask
ArrowBidirectionalUpDown
ArrowCircleDownUp
ArrowCircleLeft
ArrowEject
ArrowMoveInward
ArrowStepInLeft
ArrowStepInRight
BezierCurveSquare
Braces
BuildingLighthouse
ChatDismiss
CheckboxIndeterminate
CircleOff
CloudSwap
CodeCircle
CommentMultipleCheckmark
DeveloperBoardSearch
DocumentChevronDouble
DocumentCss
DocumentJavaScript
DocumentMultiplePercent
DocumentPercent
DoorArrowRight
GlanceHorizontal
HighlightLink
Keyboard123
PanelBottomContract
PanelBottomExpand
PanelLeftExpand
PanelSeparateWindow
PanelTopContract
PanelTopExpand
PauseOff
Replay
SquareDismiss
TagCircle
TextPeriodAsterisk
Triangle
WiFiSettings
WindowAdOff
WindowConsole
WindowHeaderHorizontalOff
AlignEndHorizontal
AlignEndVertical
AlignSpaceAroundHorizontal
AlignSpaceAroundVertical
AlignSpaceBetweenHorizontal
AlignSpaceBetweenVertical
AlignSpaceEvenlyHorizontal
AlignSpaceEvenlyVertical
AlignSpaceFitVertical
AlignStartHorizontal
AlignStartVertical
AlignStretchHorizontal
AlignStretchVertical
ArrowCollapseAll
ArrowWrap
ArrowWrapOff
DocumentTable
SquareShadow
TextBaseline
ArrowTrendingCheckmark
ArrowTrendingSettings
ChannelSubtract
CloudArchive
CloudWords
ColumnArrowRight
ControlButton
CreditCardPerson
CubeLink
DeleteLines
Diversity
GlobeProhibited
Guardian
MoneyCalculator
MoneySettings
PauseSettings
RoadCone
ScanThumbUp
VehicleCarCollision
Wallet
DesktopKeyboard
ScanThumbUpOff
ShareScreenPerson
ShareScreenPersonOverlay
ShareScreenPersonOverlayInside
TagLock
TagLockAccent
TextParagraphDirectionLeft
TextParagraphDirectionRight
SubtractSquare
AppsListDetail
ArrowOutlineUpRight
BoxEdit
BoxToolbox
ChatVideo
DatabaseLink
Diamond
DocumentText
DocumentTextLink
GlobeShield
Line
LineDashes
Oval
Pentagon
ProjectionScreen
ProjectionScreenDismiss
Rhombus
SaveArrowRight
Shortpick
Sparkle
TextCaseLowercase
TextCaseTitle
TextCaseUppercase
VideoPersonSparkle
ArchiveMultiple
BoxDismiss
ClipboardClock
DocumentTableArrowRight
DocumentTableCheckmark
DocumentTextClock
FlashSettings
MoneyDismiss
MoneyOff
PersonLightbulb
PictureInPictureEnter
PictureInPictureExit
PlugConnected
Sanitize
ShoppingBagPercent
ShoppingBagTag
StackArrowForward
TableLightning
TableLink
BookmarkSearch
CalendarChat
CalendarToolbox
CommentMultipleLink
ContactCardRibbon
DatabasePerson
DocumentFlowchart
DocumentTableSearch
DocumentTextExtract
Flowchart
FlowchartCircle
HeartCircle
PeopleLock
PhoneUpdateCheckmark
SaveMultiple
ScanTypeCheckmark
SelectObjectSkew
SelectObjectSkewDismiss
SelectObjectSkewEdit
ShoppingBagDismiss
ShoppingBagPause
TagError
TextColumnOneWideLightning
TextFontInfo
TrayItemAdd
TrayItemRemove
VehicleTruckBag
BranchForkHint
BranchForkLink
DataUsageToolbox
DesktopCursor
DesktopFlow
DesktopSignal
EmojiSadSlight
EmojiSmileSlight
FoodApple
MailEdit
PersonEdit
ScanDash
SquareHint
TagOff
TextBoxSettings
VehicleTruckCube
ArrowForwardDownLightning
ArrowForwardDownPerson
ArrowTrendingText
ArrowTrendingWrench
Battery10
BrightnessHigh
BrightnessLow
CubeTree
DrawImage
DrawerAdd
DrawerArrowDownload
DrawerDismiss
DrawerPlay
DrawerSubtract
EmojiSparkle
FoodGrains
GiftCardArrowRight
MoneyHand
VideoClipMultiple
WrenchScrewdriver
ArrowBetweenDown
ArrowSyncCheckmark
ArrowSyncDismiss
CalculatorArrowClockwise
ChevronCircleUp
ClockPause
KeyReset
PeopleQueue
ScreenSearch
SettingsChat
ShareScreenPersonP
SlideArrowRight
SoundWaveCircle
StarDismiss
TrophyOff
WindowApps
WindowWrench
